,Domain name,MBFC1,MBFC2,MBFC ranking,Global,W,Misinfo,Get fact-checks for:
1421,westernjournal.com/commentary,very-low,FN,L,"15,284",W,,Conservative Tribune
1422,westernwaynetoday.com,mixed,FN,L,"20,000,000",W,-0.95,Western Wayne Today
1423,westflnews.com,mixed,FN,L,"20,000,000",W,-0.36,West Florida News
1424,westhillsboroughnews.com,mixed,FN,L,"20,000,000",W,-0.36,West HIllsborough News
1425,westindynews.com,mixed,FN,L,"20,000,000",W,-0.36,West Indy News
1426,westlatimes.com,mixed,FN,L,"20,000,000",W,-0.36,West LA Times
1427,westmassnews.com,mixed,FN,L,"20,000,000",W,-0.95,West Massachusetts News
1428,westoctimes.com,mixed,FN,L,"20,000,000",W,,West OC Times
1429,westonaprice.org,low,CP,L,"202,134",W,0.7,Weston A. Price Foundation
1430,westpennyroyalnews.com,mixed,FN,L,"20,000,000",W,-0.95,West Pennyroyal News
1431,westsbvtimes.com,mixed,FN,L,"20,000,000",W,-0.36,West SBV Times
1432,westsfvtoday.com,mixed,FN,L,"20,000,000",W,-0.36,West SFV Today
1433,westsgvnews.com,mixed,FN,L,"8,237,357",W,-0.36,West SGV News
1434,westtwincities.com,mixed,FN,L,"20,000,000",W,-0.95,West Twin Cities
1435,westventuranews.com,mixed,FN,L,"20,000,000",W,-0.36,West Ventura News
1436,westvolusianews.com,mixed,FN,L,"20,000,000",W,-0.36,West Volusia News
1437,wethepeopledaily.com,low,FN,L,"817,824",,0,We The People Daily
1438,whale.to,low,CP,L,"282,484",,-0.2,Whale.to
1439,whatreallyhappened.com,very-low,CP,L,"106,571",,-0.5,What Really Happened
1440,whatstheharm.net,mixed,FN,L,"1,766,526",W,0.2,What's the Harm
1441,whitehouse.news,very-low,CP,L,"5,884,041",,0,WhiteHouse.News
1442,whydontyoutrythis.com,low,CP,L,"4,223,145",,-0.43,Why Don't You Try This
1443,wicatholictribune.com,mixed,FN,L,"20,000,000",W,-1,Catholic Tribune - Wisconsin
1444,wichitastandard.com,mixed,FN,L,"20,000,000",W,,Wichita Standard
1445,wikispooks.com,mixed,CP,L,"200,845",,-0.09,Wikispooks
1446,willcountygazette.com,mixed,FN,L,"6,666,577",,-0.36,Will County Gazette
1447,winecountrytimes.com,mixed,FN,L,"20,000,000",W,-0.36,Wine Country Times
1448,winterwatch.net,very-low,CP,L,"134,421",,,Winter Watch
1449,wiregrasstimes.com,mixed,FN,L,"20,000,000",W,-0.36,Wiregrass Times
1450,wisconsinindependent.com,mixed,FN,L,"20,000,000",,,The Wisconsin Independent
1451,wisconsinlaketimes.com,mixed,FN,L,"7,821,171",,,Wisconsin Lake Times
1452,wnd.com,low,FN,L,"21,728",W,-0.57,World Net Daily
1453,wndnewscenter.org,low,FN,L,"1,801,469",,,WND News Center
1454,womenarehuman.com,mixed,FN,L,"774,189",,0,Women are Human
1455,worldaffairsbrief.com,very-low,CP,L,"1,061,404",W,0.32,World Affairs Brief
1456,worldcouncilforhealth.org,very-low,CP,L,"195,936",,-1,World Council for Health
1457,worlddoctorsalliance.com,very-low,CP,L,"3,119,105",,0,World Doctors Alliance
1458,worldgreynews.com,very-low,FN,L,"982,894",,,Fake News Generator
1459,worldhealth.net,low,CP,L,"472,187",,0.72,WorldHealth.Net
1460,worldlifestyle.com,low,CP,L,"19,961",,,World Lifestyle
1461,worldnewspolitics.com,low,FN,L,"20,000,000",,-0.54,World News Politics
1462,worldpoliticus.com,low,FN,L,"4,107,685",,-0.93,World Politicus
1463,worldstarhiphop.com,mixed,FN,L,"2,136",W,-0.12,WorldStarHipHop
1464,worldtribune.com,low,FN,L,"119,226",,0.6,World Tribune
1465,worldtruth.tv,very-low,CP,L,"796,067",W,-0.76,World Truth TV
1466,worldviewweekend.com,very-low,CP,L,"832,746",,0.64,Worldview Weekend
1467,www1.cbn.com,mixed,CP,L,"30,432",W,0.23,Christian Broadcasting Network
1468,wyandottetimes.com,mixed,FN,L,"20,000,000",W,-0.95,Wyandotte Times
1469,x22report.com,low,CP,L,"32,630",,-0.59,X22 Report
1470,xinhuanet.com,mixed,FN,L,"2,355",,-0.01,Xinhua News Agency
1471,yaliberty.org,low,FN,L,"1,376,116",W,0.54,Young Americans for Liberty
1472,yavapainews.com,mixed,FN,L,"20,000,000",W,-0.36,Yavapai News
1473,yellowhammertimes.com,mixed,FN,L,"20,000,000",W,-0.36,Yellowhammer Times
1474,yesimright.com,low,FN,L,"8,832,635",,-1,Yes I'm Right
1475,youm7.com,mixed,FN,L,"1,073",W,0.58,Al Youm Al Sabea
1476,yournews.com,mixed,FN,L,"222,107",,,YourNews
1477,yournewswire.com,low,CP,L,"1,021,832",W,-0.81,Your News Wire
1478,yubasuttertimes.com,mixed,FN,L,"20,000,000",W,-0.36,Yuba-Sutter Times
1479,z3news.com,very-low,FN,L,"166,797",,0,Z3 News
1480,zenith.news,low,FN,L,"7,730,830",,0,Zenith News
1481,zerohedge.com,low,CP,L,"1,457",W,-0.8,Zerohedge
