"order","label","id","screen_name","name","description","missing"
3981,"P.E.","14332016","epinephrinerx","Apichart Chantanis","Pharm.D., MBA., Ph.D. Candidate in Industrial Engineering (Humanitarian Logistics)

Ex-Researcher in Health Economics and Health System

Part-Time Lecturer",FALSE
2547,"non-individual","14345812","PostOpinions","Washington Post Opinions","Editorials, blogs, columns and reader submissions from the @washingtonpost Opinions section.",FALSE
1940,"non-individual","14353202","FCDOGovUK","Foreign, Commonwealth & Development Office","We lead the UK’s work internationally, promoting the UK overseas, defending our security, projecting our values, reducing poverty and tackling global challenges",FALSE
5953,"non-english","14374649","elaval","Ernesto Laval","Feliz esposo y padre de 3 hij@s

Ingeniero en computación y Doctor en Educación

Me gusta transformar datos en información con sentido

Valoro escuchar a otros",FALSE
4347,"non-individual","14441010","JohnsHopkins","Johns Hopkins University","America’s first research university. Leading discovery and sharing knowledge to better the world since 1876.",FALSE
1902,"individual, not P.E.","14458643","rooshv","Roosh","Armenian Orthodox ✝ I lived on a mountain ⛰ Read my articles: http://rooshv.com, Forum: http://rooshvforum.com, Gab: @rooshv, Telegram: @rooshofficial",FALSE
3241,"individual, not P.E.","14461561","CaseyBriggs","casey briggs","numbers gremlin, reporter, two children wearing an oversized trenchcoat, fool. Signal +61447935248. he/him http://seedisclaimer.com.",FALSE
1746,"non-individual","14496224","WelshLabour","Welsh Labour","The official page of Welsh Labour 🏴󠁧󠁢󠁷󠁬󠁳󠁿🌹#MovingWalesForward",FALSE
6891,"individual, not P.E.","14513611","crooksandliars","Crooks and Liars","Watching the media since 2004!",FALSE
4138,"P.E.","14515734","drdrew","Dr. Drew","Board Certified Internist • Addiction Medicine Specialist • TV Host / Podcaster • @AskDrDrew #AdamAndDrewShow #DoseOfDrDrew #YMH #DrDrewAfterDark & MTV #TeenMom",FALSE
4630,"individual, not P.E.","14529929","jaketapper","Jake Tapper","Dad; husband; anchor of @TheLeadCNN and @CNNSOTU; author of @TheOutpostbook, @TheHellfireClub, soon @Devil_May_Dance; long-suffering Philly sports fan. 🦅 🇺🇸",FALSE
928,"individual, not P.E.","14542977","TomJChicago","Tom Joseph","Tech, finance, science, history, geopolitical chess, exposing propaganda. Nightly Podcasts expanding on tweets & events of the day are on the link.",FALSE
5981,"individual, not P.E.","14547447","MetroManTO","Pedro Marques","Creative director, writer and photographer.#TOeats | @PRONTOMag Urban planning & architecture aficionado. Aspiring minimalist. Futurist. Smart home enthusiast.",FALSE
5981,"individual, not P.E.","14547447","MetroManTO","Pedro Marques","Creative director, writer and photographer.#TOeats | @PRONTOMag Architecture aficionado. Aspiring minimalist. Futurist. Smart home enthusiast.",FALSE
5280,"individual, not P.E.","14550673","wagatwe","Wagatwe Wanjuki 🇰🇪 🇧🇸","Award-winning antirape activist & theorist on Title IX, abuse & trauma. Words in DAME, Teen Vogue, NYT, ESSENCE, Bitch. She/hers http://patreon.com/wagatwe",FALSE
1532,"individual, not P.E.","14582087","saliltripathi","saliltripathi","@livemint @thecaravanindia WIPC @pen_int. Bks  @AlephBookCo @yalepress @westlandbooks @seagullbooks Next:Gujaratis Sr Adv @ihrb 
Views my own, if you must ask",FALSE
5674,"individual, not P.E.","14602051","mkolken","Matthew Kolken","Father, Widower, Immigration lawyer. Former Elected Director of the @ailanational Board of Governors. Second Amendment Advocate. Constitutional Protectionist.",FALSE
327,"non-individual","14602259","BostonDotCom","Boston.com","What Boston really cares about right now.",FALSE
3177,"individual, not P.E.","14635601","antfarmer","Antfarmer","News producer. Likes politics honest, sport tribal. Views own etc. EAST COAST TWITTERATI. Lilypad Left. Compassionista. Warmist. Shrill. Wokerati, Sewer rat.",FALSE
2557,"individual, not P.E.","14649267","svembu","Sridhar Vembu","CEO,  @zoho",FALSE
1749,"individual, not P.E.","14671039","johnlittle","John Little - #Auspol","Woke Leftie with long business career. Proud to say I care about
#socialjustice #peoplewithdisablity #homelessness, #climatechange
Happily married PWD.",FALSE
3047,"non-individual","14677919","NewYorker","The New Yorker","Unparalleled reporting and commentary on politics and culture, plus humor and cartoons, fiction and poetry, reviews, and criticism.",FALSE
1210,"individual, not P.E.","14691203","NatashaFatah","Natasha Fatah","Breaking News Reporter & Host. Former Print Columnist & Radio Producer. RT=FYI Opinions=Mine",FALSE
4755,"individual, not P.E.","14707794","mjrowland68","Michael Rowland","Co-presenter ABC News Breakfast. Bulldogs tragic. ABCTV/ABCNews/iview Insta: @mjrowland68 FB/YouTube: Michael Rowland ABC",FALSE
2520,"individual, not P.E.","14713787","CanadianPM","CanadianPM","Official account of Prime Minister Justin Trudeau – Terms: http://ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: http://Canada.ca/Coronavirus",FALSE
2350,"individual, not P.E.","14714979","johnefrancis","johnefrancis🇨🇦","JavaEE Mercenary. Bitcoin. Fundamentalist Gardener. Politically unapathetic. Post-pastafarian. He/Him/His. Married to a lovely lady.",FALSE
271,"individual, not P.E.","14725082","jameswattie","James Wattie","Producer @CBCToronto // Instagram/Snapchat: jameswattie Encrypted chat: http://telegram.me/jameswattie",FALSE
528,"individual, not P.E.","14728486","suchitrav","Suchitra Vijayan","Midnight’s Borders is available for Pre-order in US/UK+ in India https://linktr.ee/suchitrav Founder+ExecDirector, @project_polis Barrister.Writer.Photographer.",FALSE
1308,"individual, not P.E.","14741417","adrianblomfield","Adrian Blomfield","Two hats, education and journalism. Tweeting as a journalist. Previously in Moscow and Jerusalem, now back home in Nairobi.",FALSE
1308,"individual, not P.E.","14741417","adrianblomfield","Adrian Blomfield","Two hats, education and journalism. Tweeting as a journalist. Writing mostly for The Economist. Ex Moscow, Jerusalem; now back home in Kenya.",FALSE
1308,"individual, not P.E.","14741417","adrianblomfield","Adrian Blomfield","Two hats, education and journalism. Tweeting as a journalist. Writing mostly for The Economist. formerly in Moscow & Jerusalem; now back home in Kenya.",FALSE
5236,"non-individual","14747825","MichiganDems","Michigan Democrats","Official Twitter account of the Michigan Democratic Party. Chair @LavoraBarnes. Follow us for the latest MDP news and get involved at https://t.co/7fRrPsYBgS!",FALSE
4169,"non-individual","14792049","politicususa","PoliticusUSA","Official Twitter Account for PoliticusUSA 💯Independent, corporate-free, trustworthy & people-powered news bookings@politicususa.com",FALSE
4571,"individual, not P.E.","14836573","JeffVeillette","Jeff Veillette","My Site: @faceoffcircleca // 🇨🇦 Division, @mckeenshockey // Enjoy my work? Support it at http://patreon.com/faceoffcircle // Best contact: jeff@veillette.me",FALSE
4623,"individual, not P.E.","14840623","kryes","KRS | கரச","http://dosa365.wordpress.com",FALSE
2108,"individual, not P.E.","14844867","amandacarpenter","Amanda Carpenter","Columnist @BulwarkOnline. Never means NEVER. Gaslighting America author. CNN Commentator. Be kind. ❤️",FALSE
2108,"individual, not P.E.","14844867","amandacarpenter","Amanda Carpenter","Columnist @BulwarkOnline. Never means NEVER. Gaslighting America author. You might see me on CNN. Be kind. ❤️",FALSE
4015,"individual, not P.E.","14869615","JuliusGoat","A.R. Vaxxin’","Fill the kilibuster. Author of THE REVISIONARIES. Order: http://tinyurl.com/y34gy7px Newsletter: http://tinyletter.com/ARMoxon He/him",FALSE
4015,"individual, not P.E.","14869615","JuliusGoat","A.R. Vaxxin’","Phil the Kilibuster. Author of THE REVISIONARIES. Order: http://tinyurl.com/y34gy7px Newsletter: http://tinyletter.com/ARMoxon He/him",FALSE
4015,"individual, not P.E.","14869615","JuliusGoat","A.R. Moxon","Phil the Kilibuster. Author of THE REVISIONARIES. Order: http://tinyurl.com/y34gy7px Newsletter: http://tinyletter.com/ARMoxon He/him",FALSE
2730,"individual, not P.E.","14879348","_InThisTogether","InThisTogether","Journalist, Blogger, Author and Conspiracy Theorist: Able to leap small footstools in a single bound, occasionally reliable and hasn't been arrested lately.",FALSE
749,"non-individual","14885540","KQEDnews","KQED News","Where facts matter, stories empower and bold conversations begin.",FALSE
2971,"individual, not P.E.","14888467","davidgura","David Gura","Unrestricted Free Agent; @NPR, @Marketplace, @business, and @MSNBC/@NBCNews alumnus",FALSE
2971,"individual, not P.E.","14888467","davidgura","David Gura","@NPR, @Marketplace, @business, and @MSNBC/@NBCNews alumnus",FALSE
647,"individual, not P.E.","14965536","sammaciag","Sam Maciag","📺 Host @CBCSask News at 6. @UofRegina alum. ❤️: barbells, barre, books, live music, wine, sports, travelling, plants. always #saskproud🌾",FALSE
6482,"individual, not P.E.","14994676","kittypurrzog","Katie Herzog","The only host of the only podcast",FALSE
1809,"individual, not P.E.","15016162","seemay","Seema Chishti","Journalist-Writer || @TheIndiaCable, @PopFoundIndia,...& more || Earlier: @BBC @IndianExpress || Tweets in personal capacity ||",FALSE
6229,"individual, not P.E.","15045715","__earth","HNS","Personal account. All inappropriate snarks are mine. Go Blue!",FALSE
3904,"individual, not P.E.","15063044","scobie","Omid Scobie","Royal Editor @HarpersBazaarUS • @ABC @GMA Contributor • @NYTimes Bestselling Author • Host @ABCAudio #TheHeirPod • Agent: @UnitedTalent • Positive Vibes🙋🏻‍♂️",FALSE
6145,"non-individual","15108530","ReutersUS","Reuters U.S. News","Top news from the United States.",FALSE
2976,"individual, not P.E.","15147397","birbigs","Mike Birbiglia","I wrote some comedy specials & books & movies. Figuring out the next whatever it is on my podcast (new episode with Fred Armisen in link.)",FALSE
2976,"individual, not P.E.","15147397","birbigs","Mike Birbiglia","I wrote some comedy specials & books & movies. Figuring out the next whatever it is on my podcast (new episode with @garygulman in link.)",FALSE
2976,"individual, not P.E.","15147397","birbigs","Mike Birbiglia","History retweets itself.",FALSE
3741,"individual, not P.E.","15157283","SteveBakerHW","Steve Baker MP FRSA","Conservative MP for Wycombe | @CommonsTreasury | 1922 Executive | http://stevebaker.info/contact/",FALSE
2097,"non-individual","15164565","Slate","Slate","A daily magazine on the web.",FALSE
2097,"non-individual","15164565","Slate","Slate's #ICYMIpod bracket is on its Final Four 🏆","A daily magazine on the web.",FALSE
6831,"individual, not P.E.","15199808","Vidyut","You may call me V","Creativity is life. Compassion is soul. || Artisan soaps & carnivorous plants http://vidyut.info || Prime Minister of #AltSarkar || Inspire",FALSE
6466,"individual, not P.E.","15211869","jamie_love","James Love","Director, Knowledge Ecology International, an NGO working on knowledge governance",FALSE
4603,"individual, not P.E.","15212187","bennyjohnson","Benny","Love my Family, God and Pipe Tobacco; not necessarily in that order. @tpusa Chief Creative Officer - HOST - The Benny Report @newsmax",FALSE
471,"individual, not P.E.","15220768","DavidCornDC","David Corn","D.C. bureau chief of Mother Jones, MSNBC analyst, & author (with @Isikoff) of the NYT No. 1 best-selling book RUSSIAN ROULETTE.",FALSE
5687,"individual, not P.E.","15227791","WilliamShatner","William Shatner","Father to 3 women. Canadian! Not political -be warned or be blocked! Calendar: http://bit.ly/BillsCalendar Charity: http://HorseShow.org I DON’T book Podcasts!",FALSE
376,"individual, not P.E.","15256895","peakpilot","Jane Bailey🇨🇦🇬🇧It was on CBC, so must be true!","Science/nature/art/music/beauty/truth. Currently not suffering fools.
You're entitled to your own opinion, but not your own facts. (D P Moynihan 1927-2003)",FALSE
376,"individual, not P.E.","15256895","peakpilot","Jane Bailey🇨🇦🇬🇧Hug Choco Bunny! Hug Everyone!","Science/nature/art/music/beauty/truth. Currently not suffering fools.
You're entitled to your own opinion, but not your own facts. (D P Moynihan 1927-2003)",FALSE
376,"individual, not P.E.","15256895","peakpilot","Jane Bailey🇨🇦🇬🇧 Don't let fear run your life.","Science/nature/art/music/beauty/truth. Currently not suffering fools.
You're entitled to your own opinion, but not your own facts. (D P Moynihan 1927-2003)",FALSE
4980,"individual, not P.E.","15271141","barbarindian","𝕭𝖆𝖗𝖇𝖆𝖗𝖎𝖆𝖓 𝕴𝖓𝖉𝖎𝖆𝖓 🍷🧰","* MEDIA is a crime scene - ALWAYS take screenshots *",FALSE
5649,"non-individual","15279429","VanityFair","VANITY FAIR","Vanitas vanitatum.",FALSE
4447,"individual, not P.E.","15295015","DCist","DCist","The District's (unofficial) homepage, covering D.C.-area news, culture, and curiosities. Powered by @wamu885
Newsletter? http://donate.dcist.com/page/16363/sub…",FALSE
582,"non-english","15300300","prasanto","PKR | প্রশান্ত | پرشانتو","Tech, Policy, Digital, Green | 
India's 1st GRIHA Home | Stephanian | Xaverian | pkr@pkr.in",FALSE
5893,"individual, not P.E.","15300464","loisrp","Lois Patterson","Developer documentation, UI, IA,  theatre, music, literature, art, travel, more. Working on Google Cloud at @Google . Tweets are my own. Dual citizen 🇺🇸 🇨🇦.",FALSE
2777,"individual, not P.E.","15302774","davidharsanyi","David Harsanyi","Senior writer, @NRO. Also, @nypost. Syndicated columnist. Author. Reductionist. Skeptic.",FALSE
2777,"individual, not P.E.","15302774","davidharsanyi","David Harsanyi","Senior writer, @NRO. Also, @nypost. Syndicated columnist. Author. Music snob. Skeptic.",FALSE
6144,"individual, not P.E.","15307415","vrsrini","Srinivasan Ramani","Deputy National Editor, The Hindu.I work with Opinion, Data, Value Adds & Sports sections of the paper. Tweets - mine & not employer's. RTs aren't endorsements.",FALSE
1878,"individual, not P.E.","15328881","DavidWolfe","David Wolfe","Gorilla🦍Meme📲Rawfare, Raw🥑 and Living🌈Foods Nutrition, 🌴Superfoods🍍, 🍁SuperHerbs🍄, Earthing👣Technology, Spring💦Water, and Having THE💖BEST🍀DAY☀️EVER!",FALSE
231,"individual, not P.E.","15333047","Raheelk","Raheel Khursheed","Co-founder @LaminarGlobal - Next Gen No-Code Streaming Infra / Alum @Twitter @Change @Snap / Fellowships @Harvard @Yale @Stanford @Asia21Leaders / He, Him",FALSE
231,"individual, not P.E.","15333047","Raheelk","Raheel Khursheed","Co-founder @LaminarGlobal Next Gen Streaming Infra / Alum @Twitter @Change @Snap / Fellowships @Harvard @Yale @Stanford @Asia21Leaders @AspenInstitute / He, Him",FALSE
