"X","id","order","screen_name","name","name_label","description","descrip_label","combo","label","is_PE"
1775,8.04956e+17,926,"apexworldnews","Apex World News","g","Top News at the Top of the Hour - 24hr Breaking News Updates from Apex World News.","g","gg","non-individual",NA
1776,1.25608e+18,651,"AitonNicole","nicole aiton","o","It is easier to fool someone, than convince them that they are being fooled🤔👀","o","oo","individual, non-P.E.",FALSE
1777,1.24883e+18,2757,"SimonYstwyth","Simon #KBF 🙂","o","#KBF Committed to democracy, freedom of speech, no rights without responsibilities, Grecophile, laughter, wine & sunshine.","o","oo","individual, non-P.E.",FALSE
1778,1.31705e+18,5912,"ListenVery","listen very carefully....","o","I do big love. returned to normal life. switched off tv. outdoors. walking barefoot. deleted amazon app. shop local and farm shops. support local business.","o","oo","individual, non-P.E.",FALSE
1779,1.30779e+18,3768,"JLesgards","Jean-François Lesgards","o","Researcher and scientific adviser in Chemistry and Biochemistry of Health. Inflammatory diseases and associations with nutritional and environmental factors.","p","op","Description",TRUE
1780,1.33473e+18,1097,"RISAI60617094","RIS AI","g","RIS AI is an artificial intelligence N research organization that aims to make AI accessible to everyone creating a better tomorrow by introducing intelligence.","o","go","non-individual",NA
1781,1.1946e+18,5258,"SAHPRA1","SAHPRA","o","SAHPRA is tasked with regulating (monitoring, evaluating, investigating, inspecting and registering) all health products and clinical trials in South Africa.","g","og","non-individual",NA
1782,9.48553e+17,589,"StarMedCare","StarMed Healthcare","g","Based in Charlotte, North Carolina, StarMed Healthcare is an independently owned medical center, dedicated to the Queen City and the citizens of our state.","p","gp","non-individual",NA
1783,1.13556e+18,5385,"AllPourLaFrance","AlliancePourLa France","f","#AlliancePourLaFrance 🇫🇷 pour remettre notre pays au centre de nos préoccupations #Marionvite 🙏 ❤️ @MarionMarechal","f","ff","non-english",NA
1784,1.25878e+18,6335,"Lchaim__","L'chaim","f","le Fleur de mul","f","ff","non-english",NA
1785,1.25896e+18,3842,"Strauss4House","Michael","o","US House candidate for Pennsylvania’s 1st congressional district. Aiming to better serve Bucks and Montgomery county. #PA01","o","oo","individual, non-P.E.",FALSE
1786,1.00913e+18,3795,"london4keeps","LadyGee","o","","o","oo","individual, non-P.E.",FALSE
1787,8.27591e+17,2063,"cunegonde1944","Pimprenelle de Marseille","f","Poissonnière au vieux Port
et sur Twitter aussi........Je cogne, donc j'essuie !","f","ff","non-english",NA
1791,1.22328e+18,6643,"LiraAmandine","Amandine","o","Tu as le droit de ne pas être d'accord avec mes idées. Ce que tu n'as pas le droit c'est de m'imposer tes idées. Ceci est valable aussi pour moi envers toi.","f","of","non-english",NA
1792,8.16299e+17,1055,"RepRoKhanna","Rep. Ro Khanna","o","Silicon Valley's #CA17. Creating jobs in areas left behind & tax credits for working class. Ending endless wars. No PAC $. Probably drinking coffee. he/him","o","oo","individual, non-P.E.",FALSE
1793,7.82013e+17,4276,"alifeofinsanity","Robert Dunn🚴🏽🎼🎱🦅🎾","o","retired biochemist,cyclist,#Resistance, 🌊Life long Dem .If you are not part of the solution then you are part of the problem💙#wtpBLUE SE #Fresh✡️","o","oo","individual, non-P.E.",FALSE
1795,1.34933e+18,1141,"rej_panta","Panta Rei 🇮🇹😎✝️","f","giornalista, condanno il razzismo , le mie parole per i diritti, giro a destra, libertà di opinione e di parola sempre, politicamente scorretta., 👍costituzione","","f","non-english",NA
1796,1.27299e+18,1105,"lodge_grey","between_two_worlds","o","one chants out between two worlds","o","oo","individual, non-P.E.",FALSE
1797,1.31428e+18,5991,"FreeTheWolfVO","Fryda Wolff","o","Voice actor but it's not my whole personality. Not famous, just annoying. Twitter is the only social I use. Politics/COVID: @FWTFsHappening

https://t.co/mNq9579evo","o","oo","individual, non-P.E.",FALSE
1801,1.21508e+18,2260,"DelDanHelmer","Del. Dan Helmer","o","Official account for Delegate Dan Helmer
Virginia's House of Delegates, 40th District","g","og","non-individual",NA
1802,9.8733e+17,6850,"MyForeverTravel","My Forever Travel","o","For Healthy Life and Sane Mind!","o","oo","individual, non-P.E.",FALSE
1803,7.93377e+17,2031,"dwilliam9940","D. William Norris - Contra Tyrannos","o","Writer & translator, former college lecturer. Special interests: Central and Eastern Europe. Wife Valerie German born in Volhynia. https://vk.com/w.norris","o","oo","individual, non-P.E.",FALSE
1804,1.30698e+18,3880,"saltstorm007","SALTSTORM007","o","ABSOLUTELY LOVE THE TRUTH! WE KNOW WHO WON!!!🧂🧂🧂🧂GOT SALT? ABSOLUTELY HONORED that General Flynn was my 9th follower words can’t express! RT by A.Carolla","o","oo","individual, non-P.E.",FALSE
1806,8.96049e+17,6539,"NonVaccinato","Unvaccinated 🧱","o","“Ci sono due diversi tipi di persone nel mondo, quelli che vogliono sapere e coloro che vogliono credere... “. Friedrich Nietzsche","f","of","non-english",NA
1807,1.12314e+18,6417,"ThatAlexWoman","Alexandra Phillips","o","Politics, cats, cooking, cryptic crosswords, Formula 1. Opinions on almost everything. Soon to be on your telly with GB News","o","oo","individual, non-P.E.",FALSE
1810,7.6927e+17,570,"HopkinsIHHS","HopkinsIHHS","g","Health Systems Program in the Department of International Health at JHSPH– designing systems and strategies for delivering health care to global communities","g","gg","non-individual",NA
1811,1.32003e+18,7710,"Naomi18544634","Naomi","o","THE NEW FEDERAL STATE OF CHINA","o","oo","individual, non-P.E.",FALSE
1812,9.13896e+17,2468,"katietowns15","Katie Towns","o","","o","oo","individual, non-P.E.",FALSE
1813,1.09632e+18,1106,"OfWudan","Master Po","o","Glorious and upright person of genius. K1 World Champion. Pronouns KING/GOD. I teach the deserving how to be rich at http://Cobratate.com Millionaire/nice guy","o","oo","individual, non-P.E.",FALSE
1814,1.29218e+18,4736,"MMcDonaldMD","Dr. Mark McDonald","p","Child & Adolescent Psychiatrist in West Los Angeles","n","pn","Name, NOT 
Description",TRUE
1815,1.25452e+18,7508,"realDrNedll","😎Dr. Ned ll😎","p","💪#ConstitutionalConservativeAMERICAN💪","n","pn","Name, NOT 
Description",TRUE
1816,1.25452e+18,7508,"realDrNedll","😎🎩Dr. Ned ll🎓😎{you don't need my last name}","p","I'm a Theology Dr. w/+ focus on biblical precept Psychology. 💪🇺🇸#ConstitutionalConservative🇺🇸","n","pn","Name, NOT 
Description",TRUE
1817,9.31652e+17,1258,"hector_drummond","Hector Drummond","o","Author of the campus satire 'Days of Wine and Cheese'. Former academic. Host of the Guff Stream. Content now on Gab & Patreon (see my website for link).","o","oo","individual, non-P.E.",FALSE
1819,9.90721e+17,5648,"PhilipWatson_","Philip Watson","o","Data Analyst, Writer, OSINT Investigator, Citizen Journalist    philip@citizenjournos.com

""""""""an unsettling troublemaker"""""""" according to a BBCNI stenographer","o","oo","individual, non-P.E.",FALSE
1820,1.35136e+18,326,"benwakana46","Ben Wakana","o","@WhiteHouse COVID-19 Response Team. Deputy Director of Strategic Communications & Engagement","g","og","non-individual",NA
1821,7.01407e+17,7089,"LoveyBlue727","💙 Lovey Blue, Call me Kellz 💙","o","God's Child/
Morgan State Alum/Ed.D./
Openly Black & Uppity/
Opinions are my own/
I don't argue, I block/
#GenX #BuffaloGirl #BuffaloBills  
♌ 🇦🇪🇵🇷","o","oo","individual, non-P.E.",FALSE
1823,1.24571e+18,111,"FranklinWaruhiu","TRENDSETTER KE🇰🇪","f","Fighting for a third Liberation where the government will be inclusive. Developing young and able Youthful Leaders to steer Kenya to greatness.","o","fo","non-english",NA
1824,1.35224e+18,1750,"IFENewsAgency","IFE News Agency","g","News portal based in India. Focused on #LOC Defense and Strategic Affairs. Visit our website : https://t.co/WxqUeta4fm
On Koo: https://t.co/iB1BnHa8S5…","g","gg","non-individual",NA
1826,1.34949e+18,6535,"pissedpatriot12","pissed patriot","o","#USAF Ret #VET #MAGA #PATRIOT #KAG #BeaglesRule/inNC♥in MI #CONSERVATIVE retired clinical lab scientist, wife, mom, grandma fighting for the soul of our country","o","oo","individual, non-P.E.",FALSE
1827,1.23803e+18,7140,"workingboxwala","Princess Woke Liberal 🏳️‍🌈","o","Ashamed of being a woke bimbo! Papa ki Pari. Intersectional feminist. Give me a world problem I can link it to Hinduism. Respects abrahmic religions. Atheist.","o","oo","individual, non-P.E.",FALSE
1828,1.17654e+18,6205,"MontagueTerrie","Montypocket69","o","Disillusioned about current leadership in our country but hopeful for something better...soon..NOW no DM.. DO NOT SELL YR SOUL!
Support Springboks 🦌","o","oo","individual, non-P.E.",FALSE
1829,8.25243e+17,5080,"Aabhas24","Aabhas Maldahiyar 🇮🇳","o","Author(3 books),Columnist, Urban Designer """"""""Ex-Marxist"""""""" My latest book #ModiAgain (story of my transformation) buy at https://garudabooks.com/modi-again-1copy","o","oo","individual, non-P.E.",FALSE
1830,1.29508e+18,5041,"pantagruel333","Pantagruel333","o","Il blu con le stelle gialle mi causa l'orticaria, idem gli euroinomani e gli invasati pro-Europa","f","of","non-english",NA
1831,9.38659e+17,7066,"knowthenation","Know The Nation","g","Voice of the People. Unfiltered. Uncensored. 
Insta: https://t.co/92okMy78bI
Youtube: https://t.co/nB6Q4MTB9U
Mail: knowthenationindia@gmail.com","o","go","non-individual",NA
1832,1.15273e+18,3797,"patwalsh664","patwalsh664 #FreedomNotFear","o","Just up for life! Loving each day 💪☺️","o","oo","individual, non-P.E.",FALSE
1833,1.37463e+18,1881,"Naghmeh60","Naghmeh","o","","","o","",NA
1834,1.09368e+18,829,"AigleRoyale16","Aigle Royal 16 ⚓🇫🇷⚓","o","Patriote","o","oo","individual, non-P.E.",FALSE
1835,7.71963e+17,6910,"INCGoa","Goa Congress","o","Official Twitter Handle of Goa Pradesh Congress Committee","g","og","non-individual",NA
1836,1.09199e+18,7113,"CostanzaBattis1","rebelot","o","","o","oo","individual, non-P.E.",FALSE
1837,1.1645e+18,2776,"NSSRDChandigarh","NSS RD Chandigarh","g","Official account of Ministry of Youth Affairs and Sports, Government of India for NSS Regional Directorate (Chandigarh, H.P. & Punjab), Chandigarh.","g","gg","non-individual",NA
1838,1.3154e+18,7482,"virgini52942438","👁virginie b 👁","o","école de la vie","f","of","non-english",NA
1839,1.37339e+18,1793,"Nahalforoutan65","Nahal","o","dv2021","o","oo","individual, non-P.E.",FALSE
1840,1.34745e+18,1570,"EWagensveld","EWagensveld 👊🏻🇳🇱 VRIJHEID👊🏻","f","Edwin Wagensveld #Pegida woordvoerder	Эдвин Вагенсвельд Пегида Вордвордер

Ook op Parler @EdwinWagensveld1968 & Telegramm @ EdwinWagensveld","f","ff","non-english",NA
1841,1.15839e+18,2114,"secomvc","SecomVc","o","Bem-vindos ao SecomVc, canal da Secretaria Especial de Comunicação Social da Presidência da República. Aqui vamos manter diálogo direto e combater as fake news.","f","of","non-english",NA
1842,8.09124e+17,4778,"CNNBrasil","CNN Brasil","g","CNN, 01 ano, a maior do mundo. Líder em independência
Acompanhe também pelo canal 577 na TV por assinatura, app ou site. 
💰@CNNBrBusiness
🎤 @cnnbrtonight","f","gf","non-english",NA
1843,9.08618e+17,3491,"PCombourg","Paul De Combourg","o","","o","oo","individual, non-P.E.",FALSE
1844,1.32913e+18,3829,"Mehdiranii","Mehdi","o","","o","oo","individual, non-P.E.",FALSE
1845,1.28624e+18,2169,"Valy96263764","Valy la Déqodeuse","f","","","f","non-english",NA
1846,1.31e+18,2680,"GeoPyrate","Geo Pyrate","o","I love making fun of hypocrisy ...please retweet and follow me! Also promote @geopyrate to YOUR followers :)","o","oo","individual, non-P.E.",FALSE
1847,1.10534e+18,377,"Patty66509580","Patty ❤Salento","o","vivi e lascia vivere/salento nel ❤","f","of","non-english",NA
1848,1.11679e+18,7718,"ath1abalba","🔰Vania Despicable Me 🔰Ⓜ️🏴💉( at 🏡)","f","An quidquid stultius, quam quos singulos contemnas eos aliquid putare esse universos?","f","ff","non-english",NA
1849,1.18384e+18,4708,"leyelamris","Leyelamris","o","","o","oo","individual, non-P.E.",FALSE
1850,7.07559e+17,834,"Inhrr_ve","Instituto Nacional de Higiene Rafael Rangel","f","Lab. de referencia en Virología,Bacteriología,Micologia| Insumos vivos para investigación| Regulador en productos de uso y consumo humano| Docencia| @MinSaludVE","f","ff","non-english",NA
1851,1.05738e+18,3622,"FusaroZila","Zilá Fusaro...💫💫🇧🇷🇧🇷🇧🇷💫💫💫","f","💫💫💫💫💫💫💫💫💫💫💫💫💫@MariaZil6","o","fo","non-english",NA
1852,1.3534e+18,1588,"AmorDePatria5","🇻🇪Por Amor a Nuestra Patria🇻🇪","f","#Activa #EscaneandoCarnet #Patria #JuntosVenceremos 🙏","o","fo","non-english",NA
1853,1.32234e+18,5418,"Imara58732349","Imara","o","SiempreBien✌️
Venezolana🇻🇪","f","of","non-english",NA
