"label","is_PE","Id","Degree","Betweenness","PageRank","Bridge","path","flow","name","path1","path2","path3","submod","Community","Bridge_stars","Degree_stars","Betweenness_stars","PageRank_stars"
"individual, non-P.E.",FALSE,234003,7,412.97760436403,3.85887719145881e-05,0,"2:1:300",2.39e-05,234003,2,1,300,"2 1","Pro-vaccine","","","",""
"non-individual",NA,435051,1,0,2.18293800692658e-05,0,"2:3:228",2.66e-06,435051,2,3,228,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,447879,64,14803.1671919232,0.000310723815393715,0,"2:4:1:34",0.000374989,447879,2,4,1,"2 4","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,441813,1,0,2.18842969440771e-05,0,"1:2:382",5.32e-06,441813,1,2,382,"1 2","Anti-vaccine","","","",""
"non-individual",NA,180634,20,1293.20673342894,7.82991917321219e-05,0,"2:3:91",6.78e-05,180634,2,3,91,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,281810,1,0,2.07831278573908e-05,0,"1:2:453",2.66e-06,281810,1,2,453,"1 2","Anti-vaccine","","","",""
"Description",TRUE,66465,74,5023.73790160897,0.000126539543283921,0,"1:1:156",0.000272598,66465,1,1,156,"1 1","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,60920,366,304354.974299903,0.00427083808171788,8,"2:1:8",0.00451184,60920,2,1,8,"2 1","Pro-vaccine","*","**","**","**"
"non-individual",NA,113024,37,5697.63481302082,0.000139167656196937,1,"2:2:107",0.000132975,113024,2,2,107,"2 2","Pro-vaccine","","","",""
"non-individual",NA,434479,395,1958666.8448673,0.00281447408229344,37,"2:3:3",0.00214754,434479,2,3,3,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,140382,58,392.39176953907,0.000247868779759606,0,"2:4:1:40",0.00031515,140382,2,4,1,"2 4","Pro-vaccine","","*","","*"
"non-individual",NA,289262,21,10224.2661052968,9.45076813566055e-05,1,"2:3:89",6.91e-05,289262,2,3,89,"2 3","Pro-vaccine","","","",""
"non-individual",NA,130942,1,0,2.88449824074105e-05,0,"2:102:3",2.66e-06,130942,2,102,3,"2 102","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,336353,57,9216.14724948339,0.000258536730395232,0,"2:4:1:39",0.000324459,336353,2,4,1,"2 4","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,166182,1,0,3.19638584322502e-05,0,"2:20:1:4",3.99e-06,166182,2,20,1,"2 20","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,142296,45,79724.358028895,0.00090539091765572,0,"2:12:1",0.000305842,142296,2,12,1,"2 12","Pro-vaccine","","*","**","**"
"individual, non-P.E.",FALSE,248757,12,132.305831242821,3.87012635594306e-05,3,"1:1:339",4.39e-05,248757,1,1,339,"1 1","Anti-vaccine","*","","",""
"individual, non-P.E.",FALSE,99954,27,32461.0401659929,0.000294594975609989,0,"2:8:6",0.000115688,99954,2,8,6,"2 8","Pro-vaccine","","*","*","*"
"non-individual",NA,411677,28,10144.4364993448,0.000115795627895041,0,"2:3:77",9.44e-05,411677,2,3,77,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,240963,2,58.8795832741854,2.3843284654118e-05,0,"2:1:482",5.32e-06,240963,2,1,482,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,350259,56,15257.1715472184,0.000242721638911886,0,"2:2:70",0.000267279,350259,2,2,70,"2 2","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,83027,190,79565.8031093897,0.00151953781288949,0,"2:2:2",0.0020159,83027,2,2,2,"2 2","Pro-vaccine","","**","**","**"
"individual, non-P.E.",FALSE,361361,4,0,3.23223094969132e-05,0,"2:1:356",1.6e-05,361361,2,1,356,"2 1","Pro-vaccine","","","",""
"Both",TRUE,306118,4,38.9596136702685,2.86023254299331e-05,0,"2:2:248",1.2e-05,306118,2,2,248,"2 2","Pro-vaccine","","","",""
"non-individual",NA,436261,2,0,2.76918913633141e-05,0,"2:2:276",7.98e-06,436261,2,2,276,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,233375,4,320.484717596923,2.71229654907403e-05,0,"1:11:32",1.06e-05,233375,1,11,32,"1 11","Anti-vaccine","","","",""
"non-individual",NA,157328,3,263.729723047586,2.57356731761269e-05,1,"1:2:244",1.06e-05,157328,1,2,244,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,274104,5,533.194592792893,3.18031335836045e-05,0,"2:1:384",1.33e-05,274104,2,1,384,"2 1","Pro-vaccine","","","",""
"Description",TRUE,334632,98,16188.5796453685,0.000281536403877917,0,"1:2:47",0.00052658,334632,1,2,47,"1 2","Anti-vaccine","","*","*","*"
"non-individual",NA,255702,4,4.4139571838696,2.67972799439579e-05,0,"2:4:1:185",1.06e-05,255702,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,142259,3,8.63410566042145,2.48253225218409e-05,0,"1:6:40",7.98e-06,142259,1,6,40,"1 6","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,136395,120,11311.8245727139,0.000310134043400393,1,"1:1:97",0.000627641,136395,1,1,97,"1 1","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,100560,19,2611.61966667371,0.000204727221981799,0,"2:9:4",0.000126326,100560,2,9,4,"2 9","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,62791,36,7980.83880158307,0.000141515599749067,0,"2:4:1:68",0.000138294,62791,2,4,1,"2 4","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,307354,5,713.004945740167,3.04938229869326e-05,0,"2:1:382",1.33e-05,307354,2,1,382,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,235732,1,0,2.05863592093251e-05,0,"1:2:473",2.66e-06,235732,1,2,473,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,312812,65,15424.0386490094,0.000169671626950214,0,"1:1:165",0.00026462,312812,1,1,165,"1 1","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,405024,5,378.708321446087,3.18891911768888e-05,0,"2:3:149",1.33e-05,405024,2,3,149,"2 3","Pro-vaccine","","","",""
"non-individual",NA,198955,6,8375.87554722484,7.32028163915844e-05,0,"2:100:1",1.73e-05,198955,2,100,1,"2 100","Pro-vaccine","","","",""
"Description",TRUE,378468,1,0,2.14435664427799e-05,0,"2:4:1:277",2.66e-06,378468,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,33168,180,75716.666020883,0.00157587277671447,4,"2:1:17",0.00180979,33168,2,1,17,"2 1","Pro-vaccine","*","**","**","**"
"individual, non-P.E.",FALSE,330170,11,373.328652080357,4.2072647518489e-05,0,"2:4:1:128",3.19e-05,330170,2,4,1,"2 4","Pro-vaccine","","","",""
"non-individual",NA,409312,2,7099,7.0419116379547e-05,0,"2:102:2",6.65e-06,409312,2,102,2,"2 102","Pro-vaccine","","","",""
"non-individual",NA,342143,293,310971.383491781,0.00174614266848203,60,"2:3:4",0.00199861,342143,2,3,4,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,165925,28,19560.9696570044,0.000211306160276127,0,"2:47:1",0.000115688,165925,2,47,1,"2 47","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,114438,1,0,2.18470706184131e-05,0,"2:3:197",2.66e-06,114438,2,3,197,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,434359,141,38002.5724774021,0.000676163847634327,3,"1:2:20",0.00125528,434359,1,2,20,"1 2","Anti-vaccine","*","*","*","*"
"non-individual",NA,280401,70,4917.91374121486,0.000337023127699164,0,"2:4:1:33",0.000376319,280401,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,226055,97,31924.1161592352,0.000684945215604872,0,"2:4:1:11",0.000800508,226055,2,4,1,"2 4","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,292204,47,42864.9264237555,0.000229805250759339,7,"2:1:67",0.000260631,292204,2,1,67,"2 1","Pro-vaccine","*","*","*","*"
"Both",TRUE,40147,85,4410.11342854212,0.00019365574797234,0,"1:1:131",0.000386957,40147,1,1,131,"1 1","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,82628,608,517069.382235972,0.00500482027020434,57,"1:1:2",0.0105196,82628,1,1,2,"1 1","Anti-vaccine","***","**","**","**"
"individual, non-P.E.",FALSE,137387,38,769.409070627059,0.000148022880951315,0,"1:2:64",0.00026196,137387,1,2,64,"1 2","Anti-vaccine","","*","","*"
"individual, non-P.E.",FALSE,39604,3,272.266031337971,3.16150334301642e-05,0,"1:26:4",7.98e-06,39604,1,26,4,"1 26","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,14308,106,9382.43190812403,0.000777811963599013,0,"2:4:1:10",0.000998641,14308,2,4,1,"2 4","Pro-vaccine","","*","*","*"
"Both",TRUE,12374,1,0,2.14308190017923e-05,0,"2:2:343",2.66e-06,12374,2,2,343,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,31395,1,0,2.09311388309847e-05,0,"1:4:108",2.66e-06,31395,1,4,108,"1 4","Anti-vaccine","","","",""
"Description",TRUE,256797,51,8123.32247945344,0.00019755686017173,2,"2:2:76",0.000232706,256797,2,2,76,"2 2","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,235060,1,0,2.0672836048847e-05,0,"1:2:476",2.66e-06,235060,1,2,476,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,133736,10,1124.34701962464,3.41969670619215e-05,0,"1:2:156",3.06e-05,133736,1,2,156,"1 2","Anti-vaccine","","","",""
"non-individual",NA,451384,221,483777.449350748,0.00133479993601577,31,"2:5:2",0.00126858,451384,2,5,2,"2 5","Pro-vaccine","","","",""
"Both",TRUE,241485,11,362.802518358173,6.21632180175125e-05,0,"2:1:218",4.39e-05,241485,2,1,218,"2 1","Pro-vaccine","","","",""
"non-individual",NA,158633,200,252427.778515832,0.00112254997199259,30,"2:3:11",0.00114757,158633,2,3,11,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,254163,14,2044.97496957437,6.18590041926342e-05,0,"1:6:22",5.98e-05,254163,1,6,22,"1 6","Anti-vaccine","","","*",""
"non-individual",NA,384436,5,7099,5.61560868544524e-05,0,"1:46:1",2.13e-05,384436,1,46,1,"1 46","Anti-vaccine","","","",""
"non-individual",NA,129659,6,21294,0.000252941214566092,0,"2:54:1",2.53e-05,129659,2,54,1,"2 54","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,327152,55,2970.87692563898,0.000332940231625271,1,"1:6:4",0.000499985,327152,1,6,4,"1 6","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,420640,24,3657.77190097784,0.00011123478536099,0,"2:1:123",0.000102391,420640,2,1,123,"2 1","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,33132,21,566.651914932296,8.27439525484355e-05,0,"1:2:83",0.000128986,33132,1,2,83,"1 2","Anti-vaccine","","*","","*"
"individual, non-P.E.",FALSE,367110,44,7953.53160129129,0.000195839271077179,0,"1:6:10",0.000284566,367110,1,6,10,"1 6","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,177706,132,75550.5934645182,0.000940889665069075,0,"2:4:1:8",0.0010771,177706,2,4,1,"2 4","Pro-vaccine","","**","**","**"
"individual, non-P.E.",FALSE,435676,34,571.806781786506,0.000122885743595989,0,"2:4:1:65",0.000144943,435676,2,4,1,"2 4","Pro-vaccine","","*","","*"
"non-individual",NA,62811,24,499.851681096379,0.000111221093070012,0,"2:1:117",0.000111699,62811,2,1,117,"2 1","Pro-vaccine","","","",""
NA,NA,39439,22,5447.9071614979,0.000174280773417986,1,"1:8:15",0.000111699,39439,1,8,15,"1 8","Anti-vaccine","","","",""
"non-individual",NA,159776,13,7381.11843339553,8.87044984604633e-05,0,"2:2:169",4.65e-05,159776,2,2,169,"2 2","Pro-vaccine","","","",""
"non-individual",NA,367252,42,18170.2026452037,0.000153957012895875,0,"2:3:67",0.000117018,367252,2,3,67,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,182290,53,19314.526077943,0.000261566083804539,6,"2:5:8",0.000226057,182290,2,5,8,"2 5","Pro-vaccine","*","*","*","*"
"non-individual",NA,182271,39,5499.92440559493,0.00010969600994309,0,"2:3:73",0.00010372,182271,2,3,73,"2 3","Pro-vaccine","","","",""
"non-individual",NA,309240,195,35126.0105668603,0.000810655360976988,4,"1:1:46",0.00150395,309240,1,1,46,"1 1","Anti-vaccine","","","",""
"Description",TRUE,221082,92,129766.303050992,0.000591703848071937,6,"2:4:1:14",0.000678172,221082,2,4,1,"2 4","Pro-vaccine","*","*","**","*"
"individual, non-P.E.",FALSE,337342,18,525.326612135217,4.31631017886944e-05,0,"1:1:315",5.72e-05,337342,1,1,315,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,3866,6,32.6760260509058,2.98051572592279e-05,0,"2:2:235",1.6e-05,3866,2,2,235,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,410608,36,1675.89759224802,0.000116020361251147,0,"1:2:70",0.000198133,410608,1,2,70,"1 2","Anti-vaccine","","*","","*"
"individual, non-P.E.",FALSE,70478,42,31440.9779223089,0.000203349444708405,3,"1:11:7",0.000175527,70478,1,11,7,"1 11","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,186260,17,12631.699231336,0.000268678320598819,0,"2:15:3",0.00010771,186260,2,15,3,"2 15","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,239510,2,7.11561298510589,3.02258785048133e-05,0,"2:18:15",6.65e-06,239510,2,18,15,"2 18","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,11681,5,91.6827801851425,3.34460355113395e-05,0,"2:1:358",1.6e-05,11681,2,1,358,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,245889,23,7006.76588409745,7.46908160621731e-05,0,"1:15:2",7.71e-05,245889,1,15,2,"1 15","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,74417,101,26303.8231971874,0.000830022634737104,3,"1:4:4",0.00117417,74417,1,4,4,"1 4","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,340372,30,340.359742855575,0.000114004306364384,0,"2:4:1:73",0.000113029,340372,2,4,1,"2 4","Pro-vaccine","","*","","*"
"Description",TRUE,122401,3,2.53287251295693,2.99611733775117e-05,0,"1:19:7",7.98e-06,122401,1,19,7,"1 19","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,345973,51,1250.05575059615,0.000219667062081922,0,"1:2:57",0.000396265,345973,1,2,57,"1 2","Anti-vaccine","","*","","*"
"individual, non-P.E.",FALSE,220936,2,25.4164261968443,2.19917437326206e-05,0,"1:2:390",5.32e-06,220936,1,2,390,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,171652,1,0,2.06347621708228e-05,0,"1:1:692",2.66e-06,171652,1,1,692,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,196650,8,281.814979890794,3.3749048626208e-05,0,"1:2:167",2.66e-05,196650,1,2,167,"1 2","Anti-vaccine","","","",""
"Description",TRUE,296044,33,8425.9251710133,0.000150652239669626,1,"2:1:108",0.000126326,296044,2,1,108,"2 1","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,251407,165,271230.49334743,0.000891428795918436,9,"2:2:23",0.000890931,251407,2,2,23,"2 2","Pro-vaccine","**","**","**","**"
"non-individual",NA,385990,16,249682.677204183,0.000192768403123665,1,"2:12:5",7.05e-05,385990,2,12,5,"2 12","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,242693,70,26052.8745168485,0.000544443572686363,7,"1:4:8",0.000784552,242693,1,4,8,"1 4","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,171404,3,335.13863272873,2.63451252085077e-05,0,"2:5:50",7.98e-06,171404,2,5,50,"2 5","Pro-vaccine","","","",""
"Description",TRUE,424900,12,28876.3816231329,0.000339191689069833,0,"2:24:1",0.000135634,424900,2,24,1,"2 24","Pro-vaccine","","","*","*"
"Both",TRUE,445495,109,14263.821777132,0.000724709570271934,2,"2:1:30",0.00079386,445495,2,1,30,"2 1","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,221980,2,80.2901276545243,2.20507556309051e-05,0,"1:2:343",5.32e-06,221980,1,2,343,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,275361,31,2802.41693520244,0.000100041185918602,0,"1:4:24",0.000135634,275361,1,4,24,"1 4","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,127261,117,18072.1426545831,0.000362280955819758,2,"1:1:90",0.000691469,127261,1,1,90,"1 1","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,443640,20,2516.99851077219,7.71645629916698e-05,0,"2:1:169",6.65e-05,443640,2,1,169,"2 1","Pro-vaccine","","*","",""
"non-individual",NA,193037,1,0,2.15480426793776e-05,0,"2:1:572",2.66e-06,193037,2,1,572,"2 1","Pro-vaccine","","","",""
"non-individual",NA,285794,11,600.989596573693,6.41947616825928e-05,2,"2:23:7",2.93e-05,285794,2,23,7,"2 23","Pro-vaccine","","","",""
"non-individual",NA,264063,1,0,0.000129533678756507,0,"150:1",2.66e-06,264063,150,1,NA,"150 1",NA,"","","",""
"individual, non-P.E.",FALSE,422063,139,14562.9878074872,0.000432408461361916,3,"1:1:71",0.000988003,422063,1,1,71,"1 1","Anti-vaccine","*","*","*","*"
"Both",TRUE,41599,265,203478.750936708,0.00216725806679536,2,"2:1:14",0.00202521,41599,2,1,14,"2 1","Pro-vaccine","*","**","**","**"
"non-individual",NA,267740,1,0,0.000129533678756408,0,"150:2",2.66e-06,267740,150,2,NA,"150 2",NA,"","","",""
"individual, non-P.E.",FALSE,139983,13,613.982619420546,5.47676153604231e-05,0,"2:1:219",4.39e-05,139983,2,1,219,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,243895,2,6.24010608034934,2.19476344109372e-05,0,"1:2:365",5.32e-06,243895,1,2,365,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,44350,1,0,2.14435664427799e-05,0,"2:4:1:271",2.66e-06,44350,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,381522,2,25.3097669041053,2.53384738645283e-05,0,"2:1:528",5.32e-06,381522,2,1,528,"2 1","Pro-vaccine","","","",""
"non-individual",NA,25614,89,88431.0190141633,0.00045291663927435,3,"2:3:30",0.000394935,25614,2,3,30,"2 3","Pro-vaccine","","","",""
"non-individual",NA,154520,30,22376.057500839,0.000262663460295772,1,"2:11:2",0.000179516,154520,2,11,2,"2 11","Pro-vaccine","","","",""
"non-individual",NA,91502,85,50355.0651165321,0.000394594397016885,8,"2:3:35",0.000339086,91502,2,3,35,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,315203,67,18611.5074895412,0.000483591574383057,1,"1:4:9",0.000710086,315203,1,4,9,"1 4","Anti-vaccine","*","*","*","*"
"non-individual",NA,42714,12,7671.37921916946,6.25955753956076e-05,1,"2:40:3",3.59e-05,42714,2,40,3,"2 40","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,219225,7,8375.55295231597,0.000126683487668876,0,"2:20:2:4",2.39e-05,219225,2,20,2,"2 20","Pro-vaccine","","","*","*"
"Both",TRUE,297848,57,6394.01162641821,0.000174987824108653,1,"1:1:150",0.000287226,297848,1,1,150,"1 1","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,358660,3,18.801657944002,2.58064941584452e-05,0,"2:3:163",7.98e-06,358660,2,3,163,"2 3","Pro-vaccine","","","",""
"non-individual",NA,372426,6,88.5413029624289,3.99661479985915e-05,0,"2:18:9",1.99e-05,372426,2,18,9,"2 18","Pro-vaccine","","","",""
"non-individual",NA,19111,265,471917.896670101,0.00181345158984841,18,"2:3:6",0.00178851,19111,2,3,6,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,406150,206,301505.647562471,0.00222277106345261,1,"2:4:1:2",0.00242014,406150,2,4,1,"2 4","Pro-vaccine","*","**","**","**"
"non-individual",NA,86477,29,2480.59123056767,0.000195703457464763,0,"2:3:54",0.000195473,86477,2,3,54,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,1451,2,0,2.72418281865329e-05,0,"1:11:34",9.31e-06,1451,1,11,34,"1 11","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,147072,6,219.525310627407,3.21654674226136e-05,0,"1:2:169",2.66e-05,147072,1,2,169,"1 2","Anti-vaccine","","","",""
NA,NA,205799,1,0,2.46048229454118e-05,0,"1:24:8",2.66e-06,205799,1,24,8,"1 24","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,15085,63,841.499110026631,0.000249817433068692,0,"2:2:56",0.000361692,15085,2,2,56,"2 2","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,256775,1,0,2.07831278573908e-05,0,"1:2:467",2.66e-06,256775,1,2,467,"1 2","Anti-vaccine","","","",""
"Description",TRUE,294668,128,24955.9646742349,0.00105955992667528,3,"1:2:13",0.00200526,294668,1,2,13,"1 2","Anti-vaccine","*","*","*","**"
"individual, non-P.E.",FALSE,91645,87,45456.0701083681,0.000500709622874316,4,"2:1:48",0.000453444,91645,2,1,48,"2 1","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,356131,1,0,2.08818760495405e-05,0,"1:2:406",2.66e-06,356131,1,2,406,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,314539,3,0,2.77333302108932e-05,0,"2:1:415",1.06e-05,314539,2,1,415,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,200811,9,520.234970751905,4.2314755215676e-05,0,"1:6:24",3.59e-05,200811,1,6,24,"1 6","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,339308,54,6314.42196473146,0.00015335193130023,0,"1:1:168",0.000260631,339308,1,1,168,"1 1","Anti-vaccine","","*","*","*"
"Name",TRUE,363459,49,4715.29434557292,0.000236565929763998,0,"2:1:73",0.000235365,363459,2,1,73,"2 1","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,131020,29,1154.09042673288,0.000115639359671683,0,"2:1:115",0.000119677,131020,2,1,115,"2 1","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,138614,17,9390.66003513698,6.83088356292007e-05,1,"1:12:4",6.65e-05,138614,1,12,4,"1 12","Anti-vaccine","*","","*",""
"individual, non-P.E.",FALSE,292142,17,1971.43431311238,5.5823094430483e-05,0,"2:2:162",5.32e-05,292142,2,2,162,"2 2","Pro-vaccine","","*","",""
"individual, non-P.E.",FALSE,422631,44,11925.3596800505,0.000104954633730979,1,"1:1:214",0.000166219,422631,1,1,214,"1 1","Anti-vaccine","*","*","*","*"
"Description",TRUE,259708,480,838599.399505147,0.00437711456211975,24,"2:5:1",0.00358633,259708,2,5,1,"2 5","Pro-vaccine","**","**","**","**"
"individual, non-P.E.",FALSE,353255,120,19940.3479484592,0.000382905663614778,3,"1:1:88",0.000781892,353255,1,1,88,"1 1","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,374479,65,206.070361814907,0.00033095242066168,0,"2:4:1:30",0.000418871,374479,2,4,1,"2 4","Pro-vaccine","","*","","*"
"non-individual",NA,332772,7,1709.13514765493,6.27998808960061e-05,0,"3:4:31",2.39e-05,332772,3,4,31,"3 4",NA,"","","",""
"non-individual",NA,3125,3,0,3.6284141429629e-05,0,"2:46:7",7.98e-06,3125,2,46,7,"2 46","Pro-vaccine","","","",""
